Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total,Did
31-03-2021,7800,Urology,Adult,16-64,18 Months +,53,14MH
31-03-2021,7800,Urology,Adult,65+, 0-3 Months,26,13MH
31-03-2021,7800,Urology,Adult,65+, 3-6 Months,20,14MH
31-03-2021,7800,Urology,Adult,65+, 6-9 Months,15,2MH
31-03-2021,7800,Urology,Adult,65+, 9-12 Months,11,27MH
31-03-2021,8000,Anaesthetics,Adult,16-64, 0-3 Months,10,19MH
31-03-2021,8000,Anaesthetics,Adult,16-64, 6-9 Months,26,14MH
31-03-2021,8000,Anaesthetics,Adult,16-64, 9-12 Months,18,21MH
31-03-2021,8000,Anaesthetics,Adult,65+, 3-6 Months,11,29MH
31-03-2021,8000,Anaesthetics,Adult,65+,12-15 Months,14,35MH
31-03-2021,100,Cardiology,Adult,16-64,15-18 Months,122,22MH
31-03-2021,100,Cardiology,Adult,65+,18 Months +,67,31MH
31-03-2021,100,Cardiology,Child,0-15, 0-3 Months,1,19MH
31-03-2021,300,Dermatology,Adult,16-64,15-18 Months,183,30MH
31-03-2021,300,Dermatology,Adult,65+,18 Months +,543,24MH
31-03-2021,300,Dermatology,Child,0-15, 0-3 Months,47,30MH
31-03-2021,300,Dermatology,Child,0-15, 6-9 Months,35,27MH
31-03-2021,400,Endocrinology,Adult,16-64, 0-3 Months,40,16MH
31-03-2021,400,Endocrinology,Adult,16-64, 3-6 Months,46,29MH
31-03-2021,400,Endocrinology,Adult,16-64,12-15 Months,41,33MH
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,141,35MH
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,111,36MH
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,90,9MH
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,53,4MH
31-03-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,102,3MH
31-03-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,895,13MH
31-03-2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,35,20MH
31-03-2021,700,Gastro-Enterology,Adult,16-64,18 Months +,6,16MH
28-02-2021,1100,Haematology,Adult,65+, 9-12 Months,1,1MH
28-02-2021,1300,Neurology,Adult,16-64,18 Months +,5,35MH
28-02-2021,1300,Neurology,Adult,65+, 0-3 Months,11,16MH
28-02-2021,1300,Neurology,Adult,65+, 6-9 Months,7,36MH
28-02-2021,1300,Neurology,Adult,65+, 9-12 Months,3,26MH
28-02-2021,1300,Neurology,Adult,65+,12-15 Months,7,1MH
28-02-2021,1503,Gynaecology,Adult,16-64,15-18 Months,99,8MH
28-02-2021,1503,Gynaecology,Adult,65+, 0-3 Months,27,12MH
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,19,26MH
28-02-2021,1503,Gynaecology,Adult,65+, 6-9 Months,11,31MH
28-02-2021,1503,Gynaecology,Adult,65+, 9-12 Months,10,24MH
28-02-2021,1503,Gynaecology,Adult,65+,12-15 Months,13,22MH
28-02-2021,1503,Gynaecology,Adult,65+,18 Months +,22,23MH
28-02-2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,17,28MH
28-02-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,2,34MH
28-02-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,3,9MH
28-02-2021,1700,Ophthalmology,Adult,65+,15-18 Months,20,21MH
28-02-2021,1700,Ophthalmology,Child,0-15,18 Months +,1,32MH
28-02-2021,1900,Paediatrics,Child,0-15, 9-12 Months,20,10MH
28-02-2021,1900,Paediatrics,Child,0-15,15-18 Months,23,1MH
28-02-2021,1900,Paediatrics,Child,0-15,18 Months +,4,25MH
28-02-2021,2600,General Surgery,Adult,16-64, 6-9 Months,250,7MH
28-02-2021,2600,General Surgery,Adult,65+,15-18 Months,45,2MH
28-02-2021,2600,General Surgery,Child,0-15, 6-9 Months,44,35MH
28-02-2021,2600,General Surgery,Child,0-15, 9-12 Months,37,18MH
28-02-2021,2600,General Surgery,Child,0-15,18 Months +,74,24MH
28-02-2021,5000,General Medicine,Adult,16-64,15-18 Months,125,32MH
28-02-2021,5000,General Medicine,Adult,16-64,18 Months +,224,24MH
28-02-2021,5000,General Medicine,Adult,65+, 0-3 Months,151,14MH
28-02-2021,5000,General Medicine,Adult,65+, 3-6 Months,113,32MH
28-02-2021,5000,General Medicine,Adult,65+, 6-9 Months,88,15MH
28-02-2021,5000,General Medicine,Adult,65+, 9-12 Months,71,28MH
28-02-2021,5000,General Medicine,Adult,65+,12-15 Months,73,16MH
28-02-2021,100,Cardiology,Adult,16-64, 0-3 Months,69,2MH
28-02-2021,100,Cardiology,Adult,16-64, 3-6 Months,68,31MH
28-02-2021,100,Cardiology,Adult,16-64,12-15 Months,62,23MH
28-02-2021,1100,Haematology,Adult,16-64, 0-3 Months,6,11MH
28-02-2021,1100,Haematology,Adult,65+, 3-6 Months,1,2MH
28-02-2021,1503,Gynaecology,Adult,16-64,18 Months +,94,4MH
28-02-2021,1503,Gynaecology,Adult,65+, 0-3 Months,9,1MH
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,8,14MH
28-02-2021,1503,Gynaecology,Adult,65+, 6-9 Months,5,21MH
28-02-2021,1503,Gynaecology,Adult,65+, 9-12 Months,5,30MH
28-02-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,199,7MH
28-02-2021,1800,Orthopaedics,Adult,16-64,18 Months +,220,35MH
28-02-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,68,9MH
28-02-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,71,9MH
28-02-2021,1800,Orthopaedics,Adult,65+,12-15 Months,64,35MH
28-02-2021,1900,Paediatrics,Child,0-15, 0-3 Months,7,33MH
28-02-2021,1900,Paediatrics,Child,0-15, 9-12 Months,10,25MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,18,17MH
31-03-2021,1300,Neurology,Adult,65+, 0-3 Months,88,1MH
31-03-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,85,36MH
31-03-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,49,1MH
31-03-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,36,13MH
31-03-2021,1503,Gynaecology,Adult,16-64,12-15 Months,42,1MH
31-03-2021,1503,Gynaecology,Adult,65+,15-18 Months,2,20MH
31-03-2021,1600,Oncology,Adult,16-64, 6-9 Months,2,32MH
31-03-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,48,4MH
31-03-2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,11,26MH
31-03-2021,1700,Ophthalmology,Adult,16-64,12-15 Months,3,12MH
31-03-2021,1700,Ophthalmology,Adult,16-64,18 Months +,1,10MH
31-03-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,52,25MH
31-03-2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,234,19MH
31-03-2021,1800,Orthopaedics,Adult,16-64,18 Months +,886,22MH
31-03-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,102,13MH
31-03-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,120,17MH
31-03-2021,1800,Orthopaedics,Adult,65+,12-15 Months,95,30MH
31-03-2021,2000,Plastic Surgery,Adult,0-15, 3-6 Months,1,21MH
31-03-2021,2000,Plastic Surgery,Adult,16-64, 9-12 Months,39,28MH
31-03-2021,2000,Plastic Surgery,Adult,65+,18 Months +,47,26MH
31-03-2021,2100,Psychiatry,Adult,65+, 0-3 Months,1,21MH
31-03-2021,2100,Psychiatry,Adult,65+, 6-9 Months,1,33MH
31-03-2021,2300,Nephrology,Adult,16-64,18 Months +,1,4MH
31-03-2021,2300,Nephrology,Adult,65+, 0-3 Months,28,13MH
31-03-2021,2400,Respiratory Medicine,Adult,0-15,18 Months +,1,28MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,139,6MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,139,21MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,134,31MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,148,35MH
31-03-2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,33,32MH
31-03-2021,2500,Rheumatology,Adult,65+, 0-3 Months,43,24MH
31-03-2021,2500,Rheumatology,Adult,65+, 6-9 Months,35,33MH
31-03-2021,2500,Rheumatology,Adult,65+,15-18 Months,41,25MH
31-03-2021,2600,General Surgery,Adult,0-15, 0-3 Months,4,4MH
31-03-2021,2600,General Surgery,Adult,0-15, 3-6 Months,1,2MH
31-03-2021,2600,General Surgery,Adult,16-64, 0-3 Months,993,36MH
31-03-2021,2600,General Surgery,Adult,16-64, 3-6 Months,172,1MH
31-03-2021,2600,General Surgery,Adult,16-64, 6-9 Months,39,13MH
31-03-2021,2600,General Surgery,Adult,16-64,12-15 Months,5,23MH
31-03-2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,54,20MH
31-03-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,48,7MH
31-03-2021,2604,Vascular Surgery,Adult,16-64,18 Months +,2,35MH
31-03-2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,31,6MH
31-03-2021,2604,Vascular Surgery,Adult,65+,12-15 Months,31,30MH
31-03-2021,2700,Infectious Diseases,Adult,16-64, 3-6 Months,29,4MH
31-03-2021,2700,Infectious Diseases,Adult,16-64, 6-9 Months,13,7MH
31-03-2021,2700,Infectious Diseases,Adult,16-64,12-15 Months,6,22MH
31-03-2021,7500,Radiotherapy,Adult,16-64, 0-3 Months,12,14MH
31-03-2021,7800,Urology,Adult,65+, 0-3 Months,69,12MH
31-03-2021,7800,Urology,Adult,65+, 6-9 Months,31,30MH
31-03-2021,700,Gastro-Enterology,Adult,65+, 0-3 Months,35,10MH
31-03-2021,700,Gastro-Enterology,Adult,65+, 3-6 Months,45,31MH
31-03-2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,29,29MH
31-03-2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,10,1MH
31-03-2021,700,Gastro-Enterology,Adult,65+,12-15 Months,23,26MH
31-03-2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,45,32MH
31-03-2021,900,Geriatric Medicine,Adult,65+, 9-12 Months,40,9MH
31-03-2021,900,Geriatric Medicine,Adult,65+,18 Months +,1,13MH
31-03-2021,1100,Haematology,Adult,65+,15-18 Months,6,17MH
31-03-2021,1100,Haematology,Child,0-15, 0-3 Months,1,3MH
31-03-2021,1300,Neurology,Adult,16-64, 3-6 Months,111,4MH
31-03-2021,1300,Neurology,Adult,16-64,12-15 Months,91,27MH
31-03-2021,1300,Neurology,Adult,65+,15-18 Months,25,14MH
31-03-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,134,33MH
31-03-2021,1503,Gynaecology,Adult,16-64,12-15 Months,59,11MH
31-03-2021,1503,Gynaecology,Adult,65+,15-18 Months,7,31MH
31-03-2021,1700,Ophthalmology,Adult,16-64,15-18 Months,120,9MH
31-03-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,263,34MH
31-03-2021,1700,Ophthalmology,Adult,65+, 9-12 Months,51,13MH
31-03-2021,1700,Ophthalmology,Child,0-15, 3-6 Months,88,27MH
31-03-2021,1700,Ophthalmology,Child,0-15,12-15 Months,22,2MH
31-03-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,487,15MH
31-03-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,370,34MH
31-03-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,195,8MH
31-03-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,382,29MH
31-03-2021,1800,Orthopaedics,Child,0-15,15-18 Months,11,33MH
31-03-2021,1800,Orthopaedics,Child,0-15,18 Months +,25,16MH
31-03-2021,1900,Paediatrics,Adult,16-64,15-18 Months,2,13MH
31-03-2021,2300,Nephrology,Adult,65+,15-18 Months,15,33MH
31-03-2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,46,23MH
31-03-2021,2400,Respiratory Medicine,Adult,65+,18 Months +,172,9MH
31-03-2021,2500,Rheumatology,Adult,16-64, 0-3 Months,119,6MH
31-03-2021,2500,Rheumatology,Adult,16-64, 3-6 Months,145,5MH
31-03-2021,2500,Rheumatology,Adult,16-64, 9-12 Months,35,30MH
31-03-2021,2500,Rheumatology,Adult,16-64,12-15 Months,48,34MH
31-03-2021,2500,Rheumatology,Adult,65+, 6-9 Months,30,31MH
31-03-2021,2600,General Surgery,Adult,16-64, 9-12 Months,53,33MH
31-03-2021,2600,General Surgery,Adult,16-64,18 Months +,133,24MH
31-03-2021,2600,General Surgery,Adult,65+, 3-6 Months,34,5MH
31-03-2021,2600,General Surgery,Adult,65+, 6-9 Months,40,3MH
31-03-2021,2600,General Surgery,Adult,65+,12-15 Months,31,8MH
31-03-2021,2600,General Surgery,Child,0-15,15-18 Months,9,13MH
31-03-2021,2602,Gastro-Intestinal Surgery,Adult,16-64,18 Months +,1,31MH
31-03-2021,2602,Gastro-Intestinal Surgery,Adult,65+, 0-3 Months,34,34MH
31-03-2021,2604,Vascular Surgery,Adult,16-64,15-18 Months,42,24MH
31-03-2021,2604,Vascular Surgery,Adult,65+, 0-3 Months,61,17MH
31-03-2021,2604,Vascular Surgery,Adult,65+, 9-12 Months,30,14MH
31-03-2021,2605,Breast Surgery,Adult,16-64, 0-3 Months,267,11MH
31-03-2021,2605,Breast Surgery,Adult,16-64, 6-9 Months,214,28MH
31-03-2021,2605,Breast Surgery,Adult,16-64, 9-12 Months,155,14MH
28-02-2021,2500,Rheumatology,Adult,65+, 0-3 Months,35,13MH
28-02-2021,2500,Rheumatology,Adult,65+, 9-12 Months,15,10MH
28-02-2021,2500,Rheumatology,Adult,65+,18 Months +,111,33MH
28-02-2021,5000,General Medicine,Adult,16-64,18 Months +,90,28MH
28-02-2021,5000,General Medicine,Adult,65+, 0-3 Months,39,31MH
28-02-2021,5000,General Medicine,Adult,65+, 3-6 Months,36,24MH
28-02-2021,5000,General Medicine,Adult,65+, 6-9 Months,41,29MH
28-02-2021,5000,General Medicine,Adult,65+, 9-12 Months,47,34MH
28-02-2021,5000,General Medicine,Adult,65+,12-15 Months,36,11MH
28-02-2021,100,Cardiology,Adult,16-64, 6-9 Months,18,35MH
28-02-2021,100,Cardiology,Adult,16-64, 9-12 Months,15,17MH
28-02-2021,100,Cardiology,Adult,16-64,18 Months +,18,23MH
28-02-2021,100,Cardiology,Adult,65+, 3-6 Months,49,9MH
28-02-2021,100,Cardiology,Adult,65+,12-15 Months,11,24MH
28-02-2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,47,4MH
28-02-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,40,11MH
28-02-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,1,25MH
28-02-2021,900,Geriatric Medicine,Adult,16-64, 9-12 Months,1,22MH
28-02-2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,19,27MH
28-02-2021,900,Geriatric Medicine,Adult,65+, 6-9 Months,5,2MH
28-02-2021,900,Geriatric Medicine,Adult,65+,12-15 Months,2,6MH
28-02-2021,1300,Neurology,Adult,16-64,15-18 Months,37,19MH
28-02-2021,1300,Neurology,Adult,65+, 0-3 Months,13,24MH
28-02-2021,1300,Neurology,Adult,65+, 6-9 Months,4,28MH
28-02-2021,1300,Neurology,Adult,65+, 9-12 Months,3,1MH
28-02-2021,1300,Neurology,Adult,65+,12-15 Months,8,6MH
28-02-2021,1300,Neurology,Adult,65+,18 Months +,22,9MH
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,6,6MH
28-02-2021,1503,Gynaecology,Child,0-15, 6-9 Months,1,31MH
28-02-2021,1900,Paediatrics,Child,0-15,15-18 Months,2,30MH
28-02-2021,1900,Paediatrics,Child,0-15,18 Months +,1,12MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,6,32MH
28-02-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,1,34MH
28-02-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,17,22MH
28-02-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,26,26MH
28-02-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,15,23MH
28-02-2021,2600,General Surgery,Adult,16-64, 3-6 Months,118,28MH
28-02-2021,2600,General Surgery,Adult,16-64, 6-9 Months,44,9MH
28-02-2021,2600,General Surgery,Adult,16-64,12-15 Months,2,29MH
28-02-2021,5000,General Medicine,Adult,16-64,15-18 Months,1,11MH
28-02-2021,5000,General Medicine,Adult,16-64,18 Months +,2,7MH
28-02-2021,5000,General Medicine,Adult,65+, 0-3 Months,36,28MH
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,221,15MH
28-02-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,203,30MH
28-02-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,132,35MH
28-02-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,88,9MH
28-02-2021,1503,Gynaecology,Adult,16-64,12-15 Months,41,6MH
28-02-2021,1900,Paediatrics,Child,0-15, 0-3 Months,127,14MH
28-02-2021,1900,Paediatrics,Child,0-15, 3-6 Months,78,9MH
28-02-2021,1900,Paediatrics,Child,0-15, 6-9 Months,9,34MH
31-03-2021,1900,Paediatrics,Child,16-64, 0-3 Months,11,14MH
31-03-2021,1900,Paediatrics,Child,16-64,18 Months +,38,6MH
31-03-2021,1902,Paed Cardiology,Child,0-15, 9-12 Months,155,13MH
31-03-2021,1902,Paed Cardiology,Child,16-64,18 Months +,20,6MH
31-03-2021,1902,Paed Cardiology,Child,65+, 3-6 Months,1,22MH
31-03-2021,1904,Neonatology,Child,0-15, 0-3 Months,7,7MH
31-03-2021,1904,Neonatology,Child,0-15, 3-6 Months,3,19MH
31-03-2021,1904,Neonatology,Child,0-15, 6-9 Months,3,20MH
31-03-2021,1905,Paed Endocrinology,Child,0-15, 9-12 Months,44,17MH
31-03-2021,1905,Paed Endocrinology,Child,16-64, 9-12 Months,3,19MH
31-03-2021,1905,Paed Endocrinology,Child,16-64,18 Months +,11,4MH
31-03-2021,1906,Paed Gastro-Enterol,Child,16-64,18 Months +,49,19MH
31-03-2021,1907,Paed Haematology,Child,0-15, 9-12 Months,12,35MH
31-03-2021,1907,Paed Haematology,Child,16-64, 9-12 Months,2,3MH
31-03-2021,1910,Paed Metabolic Medicine,Child,0-15, 0-3 Months,36,15MH
31-03-2021,1910,Paed Metabolic Medicine,Child,0-15,18 Months +,1,28MH
31-03-2021,1910,Paed Metabolic Medicine,Child,16-64, 3-6 Months,1,28MH
31-03-2021,1911,Paed Nephrology,Child,0-15, 9-12 Months,34,11MH
31-03-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 3-6 Months,113,20MH
31-03-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 6-9 Months,76,22MH
31-03-2021,1912,Paediatric Respiratory Medicine,Child,0-15,12-15 Months,139,33MH
31-03-2021,1912,Paediatric Respiratory Medicine,Child,0-15,15-18 Months,127,36MH
31-03-2021,1912,Paediatric Respiratory Medicine,Child,16-64, 0-3 Months,2,20MH
31-03-2021,1912,Paediatric Respiratory Medicine,Child,16-64,15-18 Months,11,7MH
31-03-2021,1915,Paediatric Dermatology,Child,0-15, 9-12 Months,123,33MH
31-03-2021,1915,Paediatric Dermatology,Child,0-15,18 Months +,1535,12MH
31-03-2021,2000,Plastic Surgery,Child,16-64,18 Months +,39,10MH
31-03-2021,2102,Child/Adolescent Psychiatry,Child,16-64, 0-3 Months,2,32MH
31-03-2021,2500,Rheumatology,Child,0-15, 0-3 Months,87,27MH
31-03-2021,2500,Rheumatology,Child,0-15, 3-6 Months,82,35MH
31-03-2021,2500,Rheumatology,Child,0-15, 6-9 Months,43,33MH
31-03-2021,2500,Rheumatology,Child,0-15,12-15 Months,59,30MH
31-03-2021,2500,Rheumatology,Child,0-15,18 Months +,382,5MH
31-03-2021,2500,Rheumatology,Child,16-64, 0-3 Months,5,7MH
31-03-2021,2500,Rheumatology,Child,16-64, 3-6 Months,3,23MH
31-03-2021,2500,Rheumatology,Child,16-64,12-15 Months,7,2MH
31-03-2021,2500,Rheumatology,Child,16-64,15-18 Months,13,6MH
31-03-2021,6700,Clinical (Medical) Genetics,Child,0-15, 0-3 Months,88,34MH
31-03-2021,6700,Clinical (Medical) Genetics,Child,0-15, 6-9 Months,80,16MH
31-03-2021,6700,Clinical (Medical) Genetics,Child,0-15,12-15 Months,81,8MH
31-03-2021,6700,Clinical (Medical) Genetics,Child,0-15,15-18 Months,97,29MH
31-03-2021,6700,Clinical (Medical) Genetics,Child,0-15,18 Months +,460,11MH
31-03-2021,6700,Clinical (Medical) Genetics,Child,16-64, 3-6 Months,43,4MH
31-03-2021,6700,Clinical (Medical) Genetics,Child,16-64,12-15 Months,39,22MH
31-03-2021,6700,Clinical (Medical) Genetics,Child,16-64,15-18 Months,49,19MH
31-03-2021,7200,Paediatric Surgery,Child,16-64, 9-12 Months,5,18MH
31-03-2021,7803,Paediatric Urology,Child,0-15,18 Months +,179,33MH
31-03-2021,7803,Paediatric Urology,Child,16-64, 0-3 Months,3,28MH
31-03-2021,7900,Clinical Immunology,Child,0-15, 0-3 Months,101,22MH
31-03-2021,7900,Clinical Immunology,Child,0-15, 6-9 Months,48,2MH
31-03-2021,7900,Clinical Immunology,Child,0-15,12-15 Months,70,19MH
31-03-2021,2605,Breast Surgery,Adult,16-64,18 Months +,550,10MH
31-03-2021,2605,Breast Surgery,Adult,65+, 3-6 Months,39,36MH
31-03-2021,2605,Breast Surgery,Adult,65+,12-15 Months,39,31MH
31-03-2021,7800,Urology,Adult,16-64, 0-3 Months,169,30MH
31-03-2021,7800,Urology,Adult,16-64, 9-12 Months,81,31MH
31-03-2021,7800,Urology,Adult,65+, 3-6 Months,85,24MH
31-03-2021,7800,Urology,Adult,65+, 6-9 Months,71,4MH
31-03-2021,7800,Urology,Adult,65+,12-15 Months,64,35MH
31-03-2021,7800,Urology,Child,0-15,15-18 Months,15,24MH
31-03-2021,8003,Pain Relief,Adult,65+,15-18 Months,27,18MH
31-03-2021,100,Cardiology,Adult,16-64, 3-6 Months,55,7MH
31-03-2021,100,Cardiology,Adult,16-64, 6-9 Months,42,20MH
31-03-2021,100,Cardiology,Adult,16-64,12-15 Months,49,31MH
31-03-2021,400,Endocrinology,Adult,16-64,15-18 Months,14,21MH
31-03-2021,400,Endocrinology,Adult,65+,18 Months +,13,18MH
31-03-2021,400,Endocrinology,Child,0-15, 0-3 Months,1,26MH
31-03-2021,402,Diabetes Mellitus,Adult,16-64,15-18 Months,9,29MH
31-03-2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,13,5MH
31-03-2021,402,Diabetes Mellitus,Adult,65+, 6-9 Months,8,2MH
31-03-2021,402,Diabetes Mellitus,Adult,65+,18 Months +,35,27MH
31-03-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,138,26MH
31-03-2021,1503,Gynaecology,Adult,16-64, 9-12 Months,9,9MH
31-03-2021,1503,Gynaecology,Adult,16-64,18 Months +,9,36MH
31-03-2021,1503,Gynaecology,Adult,65+, 3-6 Months,10,36MH
31-03-2021,1503,Gynaecology,Adult,65+, 6-9 Months,3,4MH
31-03-2021,1503,Gynaecology,Adult,65+,12-15 Months,3,23MH
31-03-2021,1900,Paediatrics,Child,0-15, 3-6 Months,53,13MH
31-03-2021,1900,Paediatrics,Child,0-15, 6-9 Months,47,27MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,52,1MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,38,29MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,27,36MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,10,36MH
31-03-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,15,5MH
31-03-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,33,5MH
31-03-2021,2600,General Surgery,Adult,65+,15-18 Months,2,21MH
31-03-2021,2600,General Surgery,Child,0-15, 3-6 Months,24,2MH
31-03-2021,2600,General Surgery,Child,0-15, 6-9 Months,12,31MH
31-03-2021,5000,General Medicine,Adult,16-64, 9-12 Months,13,31MH
31-03-2021,5000,General Medicine,Adult,16-64,18 Months +,21,30MH
31-03-2021,5000,General Medicine,Adult,65+, 3-6 Months,40,15MH
31-03-2021,5000,General Medicine,Adult,65+, 6-9 Months,36,26MH
31-03-2021,5000,General Medicine,Adult,65+,12-15 Months,23,19MH
31-03-2021,0,Small Volume Specialities,Adult,16-64, 6-9 Months,1,1MH
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,20,31MH
31-03-2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,2,32MH
31-03-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,19,14MH
31-03-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,18,29MH
31-03-2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,19,6MH
31-03-2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,37,4MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,34,19MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,29,27MH
31-03-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,13,18MH
31-03-2021,2600,General Surgery,Adult,16-64,15-18 Months,45,12MH
31-03-2021,2600,General Surgery,Adult,65+, 9-12 Months,12,21MH
31-03-2021,2600,General Surgery,Adult,65+,18 Months +,19,24MH
31-03-2021,5000,General Medicine,Adult,16-64, 0-3 Months,55,7MH
31-03-2021,5000,General Medicine,Adult,16-64, 3-6 Months,58,1MH
31-03-2021,5000,General Medicine,Adult,16-64, 6-9 Months,38,24MH
31-03-2021,5000,General Medicine,Adult,16-64, 9-12 Months,38,36MH
31-03-2021,5000,General Medicine,Adult,16-64,12-15 Months,43,20MH
31-03-2021,7800,Urology,Adult,65+, 0-3 Months,6,17MH
31-03-2021,300,Dermatology,Adult,16-64,15-18 Months,3,11MH
31-03-2021,1300,Neurology,Adult,16-64, 3-6 Months,3,11MH
31-03-2021,1300,Neurology,Adult,16-64,12-15 Months,4,33MH
31-03-2021,1300,Neurology,Adult,65+,15-18 Months,4,23MH
31-03-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,38,27MH
31-03-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,31,32MH
31-03-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,18,30MH
31-03-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,24,23MH
31-03-2021,2600,General Surgery,Adult,16-64,18 Months +,23,33MH
31-03-2021,2600,General Surgery,Adult,65+, 0-3 Months,45,29MH
31-03-2021,2600,General Surgery,Adult,65+, 3-6 Months,31,5MH
31-03-2021,2600,General Surgery,Adult,65+,12-15 Months,5,25MH
31-03-2021,5000,General Medicine,Adult,16-64, 0-3 Months,36,32MH
31-03-2021,100,Cardiology,Adult,16-64, 0-3 Months,284,2MH
31-03-2021,100,Cardiology,Adult,16-64, 9-12 Months,49,14MH
31-03-2021,100,Cardiology,Adult,16-64,18 Months +,62,18MH
31-03-2021,100,Cardiology,Adult,65+, 3-6 Months,73,35MH
31-03-2021,100,Cardiology,Adult,65+, 6-9 Months,40,17MH
31-03-2021,100,Cardiology,Adult,65+,12-15 Months,42,35MH
31-03-2021,300,Dermatology,Adult,16-64, 0-3 Months,16,6MH
31-03-2021,300,Dermatology,Adult,16-64, 9-12 Months,1,30MH
